"","id","respdate","endtime","qA1","qA2","qA3a","qA3b","qA4","qA5","qA6","qA7","qA8","nq15","q66","q67_1","q67_2","q67_3","q67_4","q67_5","q67_6","q67_7","q67_8","q68","q69_1","q69_2","q69_3","q69_4","q69_5","q69_6","q69_7","q69_8","q70","q71_1","q71_2","q71_3","q71_4","q71_5","q71_6","q71_7","q71_8","q72","q73_1","q73_2","q73_3","q73_4","q73_5","q73_6","q73_7","q73_8","q74","q81_1","q81_2","q81_3","q81_4","q81_5","q81_6","q81_7","q81_8","q82","q84a_1","q84a_2","q84a_3","q84a_4","q84a_5","q84a_6","q84a_7","q84a_8","q84b","q75_1","q75_2","q75_3","q75_4","q75_5","q75_6","q75_7","q75_8","q76","q77_1","q77_2","q77_3","q77_4","q77_5","q77_6","q77_7","q77_8","q78","q83_1","q83_2","q83_3","q83_4","q83_5","q83_6","q83_7","q83_8","q84","q85","q86_1","q86_2","q86_3","q86_5","q86_6","q86_7","q86_8","q86_9","q86_10","q86_11","q87","q88","q89","q90","q91","q92","q92a","q92b","q92c","q92d","Impprobgb","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qB10","qB11","qB12","qB13","qB14","qB15","qB16","qB17","qC1","qC2","qC3","qC4","qC5","qC6","qC7","qC8","qC9","qC10","qC11","qC12","qC13","qC14","qC15","qC16","qC17","qC18","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD8a","qD8b","qD8c","qD8d","qD9","qD9a","qD9b","qD9c","qD9d","qD10","qD11","qD12","qD13","qD14","profile_bpcage","profile_gender","profile_socialgrade_old","profile_newspaper_readership","W8","W8vote","filter_$"
"549",549,2010-05-07,2010-05-07 17:04:07,2,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","economy and jobs",4,"__NA__",5,1,3,3,4,3,4,3,4,6,6,2,9,7,12,2,9,8,12,12,12,12,2,10,6,1,1,1,1,2,"__NA__",2,"__NA__",3,2,1,1,2,1,1,2,1,3,3,3,3,3,3,3,4,3,2,2,1,1,0.573710959400393,0.604773945266179,0
"550",550,2010-05-07,2010-05-07 17:04:28,1,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",5,2,2,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","health service",4,"__NA__",5,3,4,3,4,2,6,3,5,5,6,1,8,8,4,1,7,7,6,5,5,12,1,10,10,1,8,1,1,2,"__NA__",3,"__NA__",6,1,1,1,1,1,2,2,1,3,2,3,2,2,3,4,5,4,3,2,1,2,0.59627244543842,0.423691677407132,0
"551",551,2010-05-07,2010-05-07 17:04:49,2,1,1,"__NA__",2,1,"__NA__",NA,"__NA__",11,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,1,2,2,1,2,2,2,2,"__NA__",2,NA,3,NA,NA,NA,2,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",3,3,3,1,2,4,2,3,2,2,6,9,3,7,6,9,4,7,7,12,12,12,11,3,7,3,4,6,1,1,"__NA__",3,"__NA__",3,5,1,1,2,3,3,2,1,3,1,3,2,2,2,2,2,4,2,1,1,1,0.365893317488664,0.341045213635185,0
"552",552,2010-05-07,2010-05-07 17:04:51,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,2,1,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",2,2,2,1,3,3,3,3,2,2,2,9,6,9,6,7,9,9,6,8,5,8,11,7,8,1,3,1,1,1,"__NA__",1,"__NA__",3,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,0.365893317488664,0.341045213635185,0
"553",553,2010-05-07,2010-05-07 17:05:23,2,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,2,1,2,2,2,"__NA__",3,2,1,NA,4,3,NA,5,NA,"Economy (General)","The Economy",4,"__NA__","Jobs",12,"__NA__",5,3,6,3,3,5,3,3,4,3,4,5,7,8,4,5,9,9,4,6,12,12,6,8,10,4,9,5,2,3,"__NA__",3,"__NA__",3,2,1,1,1,1,1,2,1,4,2,3,2,2,4,3,2,1,1,2,2,5,2.70954454613071,2.42120910252915,0
"554",554,2010-05-07,2010-05-07 17:06:21,2,1,1,"__NA__",3,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,2,2,2,"__NA__",3,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","none",3,"__NA__","none",3,"__NA__",2,2,3,2,3,2,4,3,3,2,3,8,1,8,4,8,1,7,3,9,1,10,9,1,7,2,3,1,1,1,"__NA__",1,"__NA__",4,1,2,1,1,1,1,2,1,3,2,3,2,2,2,2,3,1,2,1,2,5,2.4258146843539,1.06857407850874,0
"555",555,2010-05-07,2010-05-07 17:06:47,3,1,4,"__NA__",4,3,"__NA__",3,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","ECONOMY",2,"__NA__","ECONOMY",12,"__NA__",2,3,6,5,3,3,3,3,3,3,3,6,6,7,7,6,6,7,7,6,6,12,7,6,8,8,4,1,1,4,"__NA__",3,"__NA__",4,1,1,1,1,1,1,2,1,3,2,3,2,2,2,3,3,1,2,1,1,16,0.41107171564258,0.576497790393579,0
"556",556,2010-05-07,2010-05-07 17:07:00,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",1,2,2,1,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","dissolve welsh assembly",3,"__NA__",2,1,2,1,2,1,2,1,1,2,3,11,1,6,6,11,1,6,6,9,1,6,11,1,6,1,1,1,1,1,"__NA__",1,"__NA__",1,2,2,1,2,2,2,2,1,1,4,2,4,5,5,5,5,2,2,1,1,4,0.579421813940475,0.505206103752253,0
"557",557,2010-05-07,2010-05-07 17:07:20,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",4,1,3,NA,NA,NA,NA,NA,NA,"Economy (General)","Economic crisis",4,"__NA__","Economic crisis",4,"__NA__",2,3,4,3,3,3,3,3,5,3,3,1,11,4,3,1,11,7,12,12,11,12,1,11,1,1,1,1,1,2,"__NA__",6,"__NA__",3,1,1,1,1,1,1,2,1,3,3,3,3,2,3,3,5,2,3,1,1,6,0.342162242614249,0.38488417982852,0
"558",558,2010-05-07,2010-05-07 17:08:20,4,1,4,"__NA__",5,6,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,1,2,2,2,2,2,2,"__NA__",3,NA,NA,NA,3,NA,NA,NA,NA,"Don't know","dk",2,"__NA__","dk",2,"__NA__",6,5,6,5,6,5,6,5,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,"__NA__",4,"__NA__",6,5,5,1,5,5,5,5,1,5,5,5,5,3,3,3,1,4,2,2,2,16,1.84085912315454,1.12785876395399,0
"559",559,2010-05-07,2010-05-07 17:08:43,2,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","employment",4,"__NA__","employment",4,"__NA__",3,3,6,5,3,5,2,2,4,3,6,5,8,7,12,5,7,7,12,12,12,12,5,11,6,6,6,6,8,2,"__NA__",2,"__NA__",4,1,1,1,1,1,1,2,1,3,1,3,1,3,3,3,4,1,1,1,2,16,1.44721785034353,1.63404910693272,0
"560",560,2010-05-07,2010-05-07 17:09:26,1,1,2,"__NA__",4,1,"__NA__",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","the economy",4,"__NA__","don't know",12,"__NA__",6,5,6,5,6,5,4,3,4,3,3,6,8,5,3,6,7,8,4,12,12,12,9,8,3,1,1,6,8,2,"__NA__",2,"__NA__",1,1,2,1,2,2,2,2,1,2,2,3,2,4,4,4,3,2,2,1,2,2,0.452878768497475,0.766015562495121,0
"561",561,2010-05-07,2010-05-07 17:09:35,1,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","unemployment",12,"__NA__",6,5,4,3,3,3,4,1,4,3,6,7,7,4,4,5,5,7,6,6,12,12,10,8,3,3,2,3,1,1,"__NA__",1,"__NA__",3,5,1,1,2,2,1,2,1,3,2,4,2,4,3,3,3,2,1,2,1,5,0.990326341617329,0.501963635814657,0
"562",562,2010-05-07,2010-05-07 17:09:36,1,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",3,2,1,1,2,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,1,1,2,2,2,2,2,2,"__NA__",NA,5,1,NA,4,NA,NA,NA,NA,"Other","Benefits reform.",5,"__NA__","Benefits reform",5,"__NA__",3,5,1,4,1,1,3,5,2,2,6,8,4,10,2,9,3,9,1,6,12,12,10,5,11,2,3,6,1,1,"__NA__",3,"__NA__",3,2,2,1,2,2,2,2,1,2,3,2,3,4,2,4,5,2,2,1,1,8,0.174193607258691,0.194814998756652,0
"563",563,2010-05-07,2010-05-07 17:09:59,1,1,1,"__NA__",1,2,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",2,4,2,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",3,2,5,2,5,2,5,2,2,2,5,8,5,6,1,9,4,6,1,4,8,7,11,1,6,1,1,1,1,1,"__NA__",3,"__NA__",1,2,2,1,2,2,2,2,1,2,1,2,4,5,5,5,4,2,3,2,2,1,0.574025065776445,0.569150854738354,0
"564",564,2010-05-07,2010-05-07 17:10:59,4,1,4,"__NA__",3,3,"__NA__",1,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Regulation of the banking system",3,"__NA__","The Health System",7,"__NA__",4,1,6,5,3,1,2,2,2,6,2,8,3,6,7,9,2,7,8,12,12,12,9,1,6,10,4,1,1,4,"__NA__",1,"__NA__",4,2,1,1,1,3,1,2,1,3,2,4,3,2,2,3,3,1,3,2,1,16,0.692628055670043,0.821197341710597,0
"565",565,2010-05-07,2010-05-07 17:11:17,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,3,NA,NA,NA,NA,"Economy (General)","Economy",2,"__NA__","Economy",2,"__NA__",6,5,6,5,5,4,6,5,4,3,3,7,3,5,5,7,3,6,6,7,3,6,9,1,4,4,4,1,1,1,"__NA__",1,"__NA__",4,2,1,1,1,3,2,2,1,2,1,3,2,2,2,2,4,1,3,1,1,13,1.15277556844929,1.16635492770092,0
"566",566,2010-05-07,2010-05-07 17:11:29,1,1,2,"__NA__",2,1,"__NA__",NA,"__NA__",3,2,1,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","Economy",4,"__NA__",4,2,4,2,4,1,3,1,5,4,4,2,8,6,4,1,7,6,5,4,5,4,1,11,4,2,5,3,1,2,"__NA__",2,"__NA__",1,4,3,1,2,2,2,2,1,3,3,3,2,4,4,4,4,2,2,2,1,6,0.44251367158718,0.466413035536901,0
"567",567,2010-05-07,2010-05-07 17:11:34,1,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,2,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","dk",12,"__NA__","dk",12,"__NA__",1,5,1,5,6,5,6,5,6,6,6,11,1,6,6,6,1,6,12,5,6,12,11,6,12,12,12,12,1,3,"__NA__",3,"__NA__",6,5,5,1,4,4,4,4,1,4,4,4,4,6,6,6,7,4,1,1,2,5,0.721827969844456,1.06857407850874,0
"568",568,2010-05-07,2010-05-07 17:13:15,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,2,2,2,2,2,2,2,"__NA__",2,1,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","economy",4,"__NA__",5,2,5,2,3,3,4,1,5,5,5,1,11,4,1,1,10,1,1,3,9,4,1,11,1,1,1,6,1,2,"__NA__",2,"__NA__",1,2,2,1,2,2,2,2,1,1,4,1,4,5,4,4,6,2,1,1,1,2,0.612978157601761,0.653840844959564,0
"569",569,2010-05-07,2010-05-07 17:14:26,1,1,4,"__NA__",1,3,"__NA__",1,"__NA__",9,2,2,2,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,3,3,NA,3,NA,NA,NA,NA,"Economy (General)","The economy",2,"__NA__","employment",2,"__NA__",3,3,3,3,3,3,3,3,5,3,3,8,3,3,6,1,6,6,7,8,6,6,8,2,2,6,7,1,1,4,"__NA__",1,"__NA__",4,2,1,1,1,1,1,1,1,4,2,4,2,2,3,3,3,1,2,1,1,5,0.343485108258209,0.722765254051292,0
"570",570,2010-05-07,2010-05-07 17:14:34,1,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","devolution",2,"__NA__",6,5,2,2,3,1,3,3,2,6,6,7,7,6,3,7,7,7,5,5,12,12,11,10,8,2,3,1,1,1,"__NA__",1,"__NA__",1,2,2,1,2,3,2,2,1,2,2,3,2,4,4,4,3,2,1,2,1,16,0.702588577958676,0.400380241417279,0
"571",571,2010-05-07,2010-05-07 17:14:42,1,1,3,"__NA__",1,2,"__NA__",NA,"__NA__",3,2,1,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,3,2,NA,4,NA,NA,NA,NA,"Economy (General)","economy",4,"__NA__","economy",2,"__NA__",2,2,2,1,3,3,4,3,4,4,4,5,7,10,1,1,6,11,5,1,3,6,6,7,11,1,10,1,1,3,"__NA__",3,"__NA__",2,2,2,1,2,3,3,2,1,2,3,2,3,4,4,4,5,2,3,2,1,6,0.36493990362315,0.326758986457668,0
"572",572,2010-05-07,2010-05-07 17:15:06,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,1,1,1,2,2,2,"__NA__",5,1,5,NA,3,5,5,5,NA,"Economy (General)","the economy",4,"__NA__","immigration",4,"__NA__",4,1,5,1,5,1,5,1,5,5,4,1,11,1,6,1,11,1,3,12,12,12,1,11,1,11,1,1,1,2,"__NA__",4,"__NA__",1,2,3,1,2,2,2,2,1,4,3,3,3,5,5,5,1,4,3,1,1,5,1.08851525526965,0.993331787333043,0
